VIC
Host,dn,id,model,vendor,serial,blade_id,chassis_id,oper_state,operability,presence,part_number,admin_power_state,base_mac,conn_path,conn_status,perf,voltage,thermal,pci_addr,pci_slot
172.16.54.166,sys/chassis-3/blade-1/adaptor-1,1,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP90,1,3,operable,unknown,equipped,,none,00:00:33:84:90:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-3/blade-1/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP91,1,3,operable,unknown,equipped,,none,00:00:33:84:91:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-3/blade-3/adaptor-1,1,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP92,3,3,operable,unknown,equipped,,none,00:00:33:85:92:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-3/blade-3/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP93,3,3,operable,unknown,equipped,,none,00:00:33:85:93:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-3/blade-7/adaptor-4,4,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP94,7,3,operable,unknown,equipped,,none,00:00:33:86:94:01,B,B,not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-3/blade-7/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP96,7,3,operable,unknown,equipped,,none,00:00:33:87:96:01,B,B,not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-3/adaptor-1,1,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP104,3,4,operable,unknown,equipped,,none,00:00:37:97:04:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-3/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP105,3,4,operable,unknown,equipped,,none,00:00:37:97:05:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-1/adaptor-1,1,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP102,1,4,operable,unknown,equipped,,none,00:00:37:96:02:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-1/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP103,1,4,operable,unknown,equipped,,none,00:00:37:96:03:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-7/adaptor-2,2,UCS-VIC-M82-8P,Cisco Systems Inc,SRVADAP108,7,4,operable,unknown,equipped,,none,00:00:37:99:08:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A
172.16.54.166,sys/chassis-4/blade-5/adaptor-1,1,UCSB-MLOM-40G-01,Cisco Systems Inc,SRVADAP106,5,4,operable,unknown,equipped,,none,00:00:37:98:06:01,"A,B","A,B",not-supported,not-supported,unknown,,N/A


PCI
Host,dn,id,model,vendor,serial,mac_left,mac_right,smbios_id,discovery_state,controller_reported


VHBAS
Host,id,dn,model,vendor,serial,wwn,node_wwn,admin_state,order,boot_dev,cdn_name,discovery,chassis_id,ep_dn,host_port,name,if_role,if_type,link_state,max_data_field_size,presence,oper_state,operability,original_node_wwn,original_wwn


MEMORY
Host,dn,id,model,vendor,serial,capacity,clock,presence
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-20,20,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1792,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-21,21,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1793,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-22,22,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1794,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-23,23,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1795,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-24,24,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1796,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-25,25,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1797,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-26,26,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1798,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-27,27,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1799,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-28,28,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1800,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-29,29,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1801,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-30,30,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1802,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-31,31,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1803,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-32,32,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1804,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-33,33,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1805,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-34,34,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1806,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-35,35,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1807,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-36,36,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1808,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-37,37,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1809,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-38,38,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1810,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-39,39,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1811,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-40,40,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1812,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-41,41,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1813,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-42,42,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1814,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-43,43,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1815,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-44,44,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1816,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-45,45,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1817,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-46,46,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1818,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-47,47,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1819,32768,2133,equipped
172.16.54.166,sys/chassis-3/blade-7/board/memarray-1/mem-48,48,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM1820,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-1,1,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1997,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-2,2,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1998,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-3,3,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1999,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-4,4,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2000,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-5,5,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2001,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-6,6,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2002,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-7,7,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2003,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-8,8,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2004,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-9,9,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2005,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-10,10,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2006,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-11,11,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2007,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-12,12,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2008,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-13,13,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2009,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-14,14,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2010,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-15,15,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2011,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-16,16,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2012,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-17,17,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2013,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-18,18,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2014,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-19,19,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2015,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-20,20,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2016,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-21,21,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2017,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-22,22,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2018,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-23,23,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2019,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-24,24,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2020,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-25,25,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2021,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-26,26,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2022,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-27,27,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2023,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-28,28,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2024,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-29,29,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2025,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-30,30,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2026,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-31,31,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2027,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-3/board/memarray-1/mem-32,32,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM2028,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-1,1,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1965,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-2,2,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1966,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-3,3,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1967,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-4,4,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1968,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-5,5,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1969,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-6,6,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1970,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-7,7,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1971,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-8,8,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1972,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-9,9,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1973,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-10,10,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1974,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-11,11,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1975,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-12,12,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1976,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-13,13,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1977,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-14,14,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1978,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-15,15,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1979,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-16,16,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1980,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-17,17,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1981,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-18,18,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1982,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-19,19,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1983,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-20,20,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1984,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-21,21,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1985,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-22,22,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1986,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-23,23,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1987,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-24,24,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1988,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-25,25,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1989,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-26,26,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1990,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-27,27,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1991,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-28,28,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1992,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-29,29,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1993,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-30,30,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1994,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-31,31,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1995,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-1/board/memarray-1/mem-32,32,HMA84GR7MFR4N-TFTD,0xAD00,SRVMEM1996,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-1,1,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2077,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-2,2,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2078,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-3,3,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2079,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-4,4,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2080,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-5,5,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2081,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-6,6,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2082,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-7,7,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2083,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-8,8,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2084,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-9,9,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2085,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-10,10,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2086,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-11,11,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2087,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-12,12,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2088,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-13,13,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2089,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-14,14,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2090,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-15,15,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2091,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-16,16,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2092,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-17,17,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2093,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-18,18,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2094,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-19,19,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2095,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-20,20,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2096,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-21,21,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2097,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-22,22,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2098,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-23,23,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2099,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-24,24,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2100,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-25,25,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2101,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-26,26,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2102,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-27,27,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2103,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-28,28,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2104,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-29,29,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2105,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-30,30,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2106,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-31,31,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2107,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-32,32,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2108,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-33,33,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2109,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-34,34,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2110,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-35,35,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2111,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-36,36,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2112,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-37,37,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2113,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-38,38,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2114,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-39,39,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2115,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-40,40,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2116,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-41,41,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2117,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-42,42,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2118,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-43,43,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2119,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-44,44,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2120,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-45,45,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2121,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-46,46,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2122,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-47,47,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2123,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-7/board/memarray-1/mem-48,48,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2124,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-1,1,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2029,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-2,2,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2030,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-3,3,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2031,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-4,4,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2032,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-5,5,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2033,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-6,6,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2034,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-7,7,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2035,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-8,8,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2036,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-9,9,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2037,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-10,10,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2038,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-11,11,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2039,32768,2133,equipped
172.16.54.166,sys/chassis-4/blade-5/board/memarray-1/mem-12,12,HMA84GR7MFR4N-TFTD,0x80AD,SRVMEM2040,32768,2133,equipped
